kapitel,kapitel-text,jahr
1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",2023
1404,"Wehrforschung, Entwicklung und Erprobung",2023
1405,Militärische Beschaffungen,2023
1491,"Anlage 1 Wirtschaftsplan des Sondervermögens Bundeswehr"" (1491)""",2023
1406,Materialerhaltung der Bundeswehr,2023
1407,Sonstiger Betrieb der Bundeswehr,2023
1408,Unterbringung,2023
1490,Anlage 1 NATO-Sicherheits-Investitionsprogramm in der Bundesrepublik Deutschland - Anlage N (1490),2023
1410,Sonstige Bewilligungen,2023
1411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
1412,Bundesministerium,2023
1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",2023
1414,Bundesamt für den Militärischen Abschirmdienst,2023
1501,Gesetzliche Krankenversicherung,2023
1502,Pflegevorsorge und sonstige soziale Sicherung,2023
1503,Prävention und Gesundheitsverbände,2023
1504,Forschungsvorhaben und -einrichtungen,2023
1505,Internationales Gesundheitswesen,2023
1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
1512,Bundesministerium,2023
1513,Bundeszentrale für gesundheitliche Aufklärung,2023
1515,Paul-Ehrlich-Institut,2023
1516,Bundesinstitut für Arzneimittel und Medizinprodukte,2023
1517,Robert Koch-Institut,2023
1601,Umweltschutz,2023
1603,Zwischenlagerung und Endlagerung radioaktiver Abfälle,2023
1604,Naturschutz,2023
1605,Nukleare Sicherheit und Strahlenschutz,2023
1608,Verbraucherpolitik,2023
1611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
1612,Bundesministerium,2023
1613,Umweltbundesamt,2023
1614,Bundesamt für Naturschutz,2023
1615,Bundesamt für die Sicherheit der nuklearen Entsorgung,2023
1616,Bundesamt für Strahlenschutz,2023
1701,Gesetzliche Leistungen für die Familien,2023
1702,Kinder- und Jugendpolitik,2023
1790,"Anlage 2 Wirtschaftsplan des Sondervermögens Kinderbetreuungsausbau"" (1790)""",2023
1791,"Anlage 3 Wirtschaftsplan des Sondervermögens Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter"" (1791)""",2023
1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",2023
1710,Sonstige Bewilligungen,2023
1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
1712,Bundesministerium,2023
1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,2023
1714,Bundeszentrale für Kinder- und Jugendmedienschutz,2023
1715,Antidiskriminierungsstelle des Bundes,2023
1716,Die Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs,2023
1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
1912,Bundesverfassungsgericht,2023
2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
2012,Bundesrechnungshof,2023
2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,2023
2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
2212,Unabhängiger Kontrollrat,2023
2301,Bilaterale staatliche Entwicklungszusammenarbeit,2023
2302,"Zivilgesellschaftliches, kommunales und wirtschaftliches Engagement",2023
2303,"Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen",2023
2304,Beiträge an multilaterale Entwicklungsbanken,2023
2305,"Forschung, Evaluierung und Qualifizierung in der Entwicklungszusammenarbeit",2023
2310,Sonstige Bewilligungen,2023
2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
2312,Bundesministerium,2023
2501,Bau- und Wohnungswesen,2023
2502,Stadtentwicklung und Raumordnung,2023
2503,Hochbau- und Förderungsmaßnahmen in Berlin und Bonn,2023
2511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
2512,Bundesministerium,2023
2514,Bundesamt für Bauwesen und Raumordnung,2023
3002,"Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung",2023
3003,Wettbewerbsfähigkeit des Wissenschafts- und Innovationssystems,2023
3004,"Forschung für Innovationen, Zukunftsstrategie",2023
3011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
3012,Bundesministerium,2023
3201,Kreditaufnahme,2023
3205,Verzinsung,2023
3208,"Bürgschaften, Garantien und sonstige Gewährleistungen",2023
6001,Steuern,2023
6090,Anlage 1 Erhebung der Eigenmittel der EU - Anlage E (6090),2023
6002,Allgemeine Bewilligungen,2023
6091,"Anlage 1 Wirtschaftsplan des Sondervermögens Investitions- und Tilgungsfonds (ITF)"" (6091)""",2023
6097,"Anlage 2 Wirtschaftsplan des Sondervermögens Digitale Infrastruktur"" (6097)""",2023
6092,Anlage 3 Wirtschaftsplan des Klima- und Transformationsfonds (6092),2023
6095,"Anlage 4 Wirtschaftsplan des Sondervermögens Aufbauhilfe"" (6095)""",2023
6096,"Anlage 5 Wirtschaftsplan des Sondervermögens Kommunalinvestitionsförderungsfonds"" (6096)""",2023
6098,"Anlage 6 Wirtschaftsplan des Sondervermögens Aufbauhilfe 2021"" (6098)""",2023
6099,Anlage 7 Wirtschaftsplan des Wirtschaftsstabilisierungsfonds (6099),2023
6003,Leistungen im Zusammenhang mit der deutschen Einheit,2023
6094,Anlage 2 Wirtschaftsplan des Fonds nach § 5 Mauergrundstücksgesetz (6094),2023
6004,Bundesimmobilienangelegenheiten,2023
6067,Sonstige Versorgungsausgaben,2023
0101,Bundespräsident,2024
0111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
0112,Bundespräsidialamt,2024
0113,Büro der Gemeinsamen Wissenschaftskonferenz,2024
0211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
0212,Deutscher Bundestag,2024
0213,Die Wehrbeauftragte des Deutschen Bundestages,2024
0214,Bundesversammlung,2024
0215,Mitglieder des Europäischen Parlaments,2024
0216,Parlamentarische Kontrolle der Nachrichtendienste,2024
0217,Die Bundesbeauftragte für die Opfer der SED-Diktatur beim Deutschen Bundestag,2024
0218,Die oder der Polizeibeauftragte des Bundes beim Deutschen Bundestag,2024
0311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
0312,Bundesrat,2024
0410,Sonstige Bewilligungen,2024
0411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BKAmts,2024
0412,Bundeskanzler und Bundeskanzleramt,2024
0413,"Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration. Die Beauftragte der Bundesregierung für Antirassismus",2024
0414,Bundesnachrichtendienst,2024
0415,Der Beauftragte der Bundesregierung für Ostdeutschland,2024
0431,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BPA,2024
0432,Presse- und Informationsamt der Bundesregierung,2024
0451,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben der BKM und des Geschäftsbereichs,2024
0452,Die Beauftragte der Bundesregierung für Kultur und Medien,2024
0453,Bundesarchiv,2024
0454,Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa,2024
0456,Kunstverwaltung des Bundes,2024
0501,Sicherung von Frieden und Stabilität,2024
0502,Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen,2024
0504,Pflege kultureller Beziehungen zum Ausland,2024
0511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
0512,Bundesministerium,2024
0513,Deutsches Archäologisches Institut,2024
0514,Bundesamt für Auswärtige Angelegenheiten,2024
0601,"Heimat, Gesellschaft und Verfassung",2024
0602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",2024
0603,"Integration und Migration, Minderheiten und Vertriebene",2024
0610,Sonstige Bewilligungen,2024
0690,"Anlage 1 Wirtschaftsplan des Sondervermögens Versorgungsrücklage des Bundes"" (0690)""",2024
0691,"Anlage 2 Wirtschaftsplan des Sondervermögens Versorgungsfonds des Bundes"" (0691)""",2024
0611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
0612,Bundesministerium,2024
0614,Statistisches Bundesamt,2024
0615,Bundesverwaltungsamt,2024
0616,Bundesamt für Kartographie und Geodäsie,2024
0617,Bundesinstitut für Bevölkerungsforschung,2024
0618,Bundesinstitut für Sportwissenschaft,2024
0619,Beschaffungsamt des BMI,2024
0620,Bundesamt für zentrale Dienste und offene Vermögensfragen mit Bundesausgleichsamt,2024
0622,Zentrale Stelle für Informationstechnik im Sicherheitsbereich,2024
0623,Bundesamt für Sicherheit in der Informationstechnik,2024
0624,Bundeskriminalamt,2024
0625,Bundespolizei,2024
0626,Bundesamt für Verfassungsschutz,2024
0628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,2024
0629,Bundesanstalt Technisches Hilfswerk,2024
0633,Bundesamt für Migration und Flüchtlinge,2024
0634,Hochschule des Bundes für öffentliche Verwaltung,2024
0635,Bundeszentrale für politische Bildung,2024
0710,Sonstige Bewilligungen,2024
0711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
0712,Bundesministerium,2024
0713,Bundesgerichtshof,2024
0714,Der Generalbundesanwalt beim Bundesgerichtshof,2024
0715,Bundesverwaltungsgericht,2024
0716,Bundesfinanzhof,2024
0717,Bundespatentgericht,2024
0718,Bundesamt für Justiz,2024
0719,Deutsches Patent- und Markenamt,2024
0801,Wiedergutmachungen des Bundes,2024
0802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,2024
0803,Finanzierung der Nachfolgeeinrichtungen der Treuhandanstalt,2024
0810,Sonstige Bewilligungen,2024
0811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
0812,Bundesministerium,2024
0813,Zollverwaltung,2024
0814,Bundesamt zur Bekämpfung von Finanzkriminalität,2024
0815,Bundeszentralamt für Steuern,2024
0816,Informationstechnikzentrum Bund,2024
0901,"Innovation, Technologie und Neue Mobilität",2024
0902,"Mittelstand: Gründen, Wachsen, Investieren",2024
0903,Energie und Nachhaltigkeit,2024
0904,Chancen der Globalisierung,2024
0910,Sonstige Bewilligungen,2024
0911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
0912,Bundesministerium,2024
0913,Physikalisch-Technische Bundesanstalt,2024
0914,Bundesanstalt für Materialforschung und -prüfung,2024
0915,Bundesanstalt für Geowissenschaften und Rohstoffe,2024
0916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,2024
0917,Bundeskartellamt,2024
0918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",2024
1001,Landwirtschaftliche Sozialpolitik,2024
1002,Gesundheitlicher Verbraucherschutz und Ernährung,2024
1091,Anlage 2 Verwaltungshaushaltsplan des Bundesinstituts für Risikobewertung - BfR (1091),2024
1003,"Gemeinschaftsaufgabe Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK""",2024
1004,"Marktordnung, Maßnahmen der Notfallvorsorge",2024
1090,Anlage 1 Mittelzuweisungen und Marktordnungsausgaben der EU - Anlage E (1090),2024
1092,Anlage 2 Verwaltungshaushaltsplan der Bundesanstalt für Landwirtschaft und Ernährung - BLE (1092),2024
1005,"Nachhaltigkeit, Forschung und Innovation",2024
1006,Internationale Maßnahmen,2024
1010,Sonstige Bewilligungen,2024
1011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
1012,Bundesministerium,2024
1013,"Julius Kühn-Institut, Bundesforschungsinstitut für Kulturpflanzen",2024
1014,"Friedrich-Loeffler-Institut, Bundesforschungsinstitut für Tiergesundheit",2024
1015,"Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel",2024
1016,"Johann Heinrich von Thünen-Institut, Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei",2024
1017,Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL),2024
1018,Bundessortenamt,2024
1101,Leistungen nach dem Zweiten und Dritten Buch Sozialgesetzbuch und gleichartige Leistungen,2024
1102,Rentenversicherung und Grundsicherung im Alter und bei Erwerbsminderung,2024
1103,Soziale Entschädigung - Leistungen nach dem Vierzehnten Buch Sozialgesetzbuch und gleichartige Leistungen,2024
1104,Unfallversicherung Bund und Bahn / Künstlersozialkasse,2024
1105,Förderung der Inklusion von Menschen mit Behinderungen,2024
1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",2024
1107,"Arbeitswelt im Wandel, Fachkräftesicherung",2024
1110,Sonstige Bewilligungen,2024
1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
1112,Bundesministerium,2024
1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,2024
1114,Bundesarbeitsgericht,2024
1115,Bundessozialgericht,2024
1116,Bundesamt für Soziale Sicherung,2024
1201,Bundesfernstraßen,2024
1202,Bundesschienenwege,2024
1203,Bundeswasserstraßen,2024
1204,Digitale Infrastruktur,2024
1205,Luft- und Raumfahrt,2024
1206,Verbesserung der Verkehrsverhältnisse der Gemeinden,2024
1210,Sonstige Bewilligungen,2024
1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
1212,Bundesministerium,2024
1213,Bundesamt für Logistik und Mobilität,2024
1214,Bundesanstalt für Straßenwesen,2024
1215,Kraftfahrt-Bundesamt,2024
1216,Bundeseisenbahnvermögen,2024
1217,Eisenbahn-Bundesamt,2024
1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,2024
1219,Bundesamt für Seeschifffahrt und Hydrographie,2024
1220,Deutscher Wetterdienst,2024
1221,Luftfahrt-Bundesamt,2024
1222,Bundesaufsichtsamt für Flugsicherung,2024
1223,Bundesanstalt für Verwaltungsdienstleistungen,2024
1228,Fernstraßen-Bundesamt,2024
1401,Verpflichtungen im Rahmen der Mitgliedschaft zur NATO und zu anderen internationalen Institutionen sowie Maßnahmen im Zusammenhang mit internationalen Einsätzen,2024
1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",2024
1404,"Wehrforschung, Entwicklung und Erprobung",2024
1405,Militärische Beschaffungen,2024
1491,"Anlage 1 Wirtschaftsplan des Sondervermögens Bundeswehr"" (1491)""",2024
1406,Materialerhaltung der Bundeswehr,2024
1407,Sonstiger Betrieb der Bundeswehr,2024
1408,Unterbringung,2024
1490,Anlage 1 NATO-Sicherheits-Investitionsprogramm in der Bundesrepublik Deutschland - Anlage N (1490),2024
1410,Sonstige Bewilligungen,2024
1411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
1412,Bundesministerium,2024
1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",2024
1414,Bundesamt für den Militärischen Abschirmdienst,2024
1501,Gesetzliche Krankenversicherung,2024
1502,Pflegevorsorge und sonstige soziale Sicherung,2024
1503,Prävention und Gesundheitsverbände,2024
1504,Forschungsvorhaben und -einrichtungen,2024
1505,Internationales Gesundheitswesen,2024
1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
1512,Bundesministerium,2024
1513,Bundeszentrale für gesundheitliche Aufklärung,2024
1515,Paul-Ehrlich-Institut,2024
1516,Bundesinstitut für Arzneimittel und Medizinprodukte,2024
1517,Robert Koch-Institut,2024
1601,Umweltschutz,2024
1603,Zwischenlagerung und Endlagerung radioaktiver Abfälle,2024
1604,Naturschutz,2024
1605,Nukleare Sicherheit und Strahlenschutz,2024
1608,Verbraucherpolitik,2024
1611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
1612,Bundesministerium,2024
1613,Umweltbundesamt,2024
1614,Bundesamt für Naturschutz,2024
1615,Bundesamt für die Sicherheit der nuklearen Entsorgung,2024
1616,Bundesamt für Strahlenschutz,2024
1701,Gesetzliche Leistungen für die Familien,2024
1702,Kinder- und Jugendpolitik,2024
1790,"Anlage 2 Wirtschaftsplan des Sondervermögens Kinderbetreuungsausbau"" (1790)""",2024
1791,"Anlage 3 Wirtschaftsplan des Sondervermögens Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter"" (1791)""",2024
1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",2024
1710,Sonstige Bewilligungen,2024
1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
1712,Bundesministerium,2024
1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,2024
1714,Bundeszentrale für Kinder- und Jugendmedienschutz,2024
1715,Antidiskriminierungsstelle des Bundes,2024
1716,Die Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs,2024
1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
1912,Bundesverfassungsgericht,2024
2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
2012,Bundesrechnungshof,2024
2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,2024
2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
2212,Unabhängiger Kontrollrat,2024
2301,Bilaterale staatliche Entwicklungszusammenarbeit,2024
2302,"Zivilgesellschaftliches, kommunales und wirtschaftliches Engagement",2024
2303,"Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen",2024
2304,Beiträge an multilaterale Entwicklungsbanken,2024
2305,"Forschung, Evaluierung und Qualifizierung in der Entwicklungszusammenarbeit",2024
2310,Sonstige Bewilligungen,2024
2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
2312,Bundesministerium,2024
2501,Bau- und Wohnungswesen,2024
2502,Stadtentwicklung und Raumordnung,2024
2503,Hochbau- und Förderungsmaßnahmen in Berlin und Bonn,2024
2511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
2512,Bundesministerium,2024
2514,Bundesamt für Bauwesen und Raumordnung,2024
3002,"Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung",2024
3003,Wettbewerbsfähigkeit des Wissenschafts- und Innovationssystems,2024
3004,"Forschung für Innovationen, Zukunftsstrategie",2024
3011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2024
3012,Bundesministerium,2024
3201,Kreditaufnahme,2024
3205,Verzinsung,2024
3208,"Bürgschaften, Garantien und sonstige Gewährleistungen",2024
6001,Steuern,2024
6090,Anlage 1 Erhebung der Eigenmittel der EU - Anlage E (6090),2024
6002,Allgemeine Bewilligungen,2024
6091,"Anlage 1 Wirtschaftsplan des Sondervermögens Investitions- und Tilgungsfonds (ITF)"" (6091)""",2024
6097,"Anlage 2 Wirtschaftsplan des Sondervermögens Digitale Infrastruktur"" (6097)""",2024
6092,Anlage 3 Wirtschaftsplan des Klima- und Transformationsfonds (6092),2024
6095,"Anlage 4 Wirtschaftsplan des Sondervermögens Aufbauhilfe"" (6095)""",2024
6096,"Anlage 5 Wirtschaftsplan des Sondervermögens Kommunalinvestitionsförderungsfonds"" (6096)""",2024
6098,"Anlage 6 Wirtschaftsplan des Sondervermögens Aufbauhilfe 2021"" (6098)""",2024
6003,Leistungen im Zusammenhang mit der deutschen Einheit,2024
6094,Anlage 2 Wirtschaftsplan des Fonds nach § 5 Mauergrundstücksgesetz (6094),2024
6004,Bundesimmobilienangelegenheiten,2024
6067,Sonstige Versorgungsausgaben,2024
0101,Bundespräsident,2025
0111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
0112,Bundespräsidialamt,2025
0113,Büro der Gemeinsamen Wissenschaftskonferenz,2025
0211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
0212,Deutscher Bundestag,2025
0213,Der Wehrbeauftragte des Deutschen Bundestages,2025
0214,Bundesversammlung,2025
0215,Mitglieder des Europäischen Parlaments,2025
0216,Parlamentarische Kontrolle der Nachrichtendienste,2025
0217,Die Bundesbeauftragte für die Opfer der SED-Diktatur beim Deutschen Bundestag,2025
0218,Der Polizeibeauftragte des Bundes beim Deutschen Bundestag,2025
0311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
0312,Bundesrat,2025
0410,Sonstige Bewilligungen,2025
0411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BKAmts,2025
0412,Bundeskanzler und Bundeskanzleramt,2025
0414,Bundesnachrichtendienst,2025
0415,Die Beauftragte der Bundesregierung für Ostdeutschland,2025
0431,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BPA,2025
0432,Presse- und Informationsamt der Bundesregierung,2025
0451,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des BKM und des Geschäftsbereichs,2025
0452,Der Beauftragte der Bundesregierung für Kultur und Medien,2025
0453,Bundesarchiv,2025
0454,Bundesinstitut für Kultur und Geschichte des östlichen Europa,2025
0456,Kunstverwaltung des Bundes,2025
0501,Sicherung von Frieden und Stabilität,2025
0502,Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen,2025
0504,Pflege kultureller Beziehungen zum Ausland,2025
0511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
0512,Bundesministerium,2025
0513,Deutsches Archäologisches Institut,2025
0514,Bundesamt für Auswärtige Angelegenheiten,2025
0601,"Heimat, Gesellschaft und Verfassung",2025
0602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",2025
0603,"Integration und Migration, Minderheiten und Vertriebene",2025
0610,Sonstige Bewilligungen,2025
0690,"Anlage 1 Wirtschaftsplan des Sondervermögens Versorgungsrücklage des Bundes"" (0690)""",2025
0691,"Anlage 2 Wirtschaftsplan des Sondervermögens Versorgungsfonds des Bundes"" (0691)""",2025
0611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
0612,Bundesministerium,2025
0614,Statistisches Bundesamt,2025
0615,Bundesverwaltungsamt,2025
0616,Bundesamt für Kartographie und Geodäsie,2025
0617,Bundesinstitut für Bevölkerungsforschung,2025
0618,Bundesinstitut für Sportwissenschaft,2025
0619,Beschaffungsamt des BMI,2025
0620,Bundesamt für zentrale Dienste und offene Vermögensfragen mit Bundesausgleichsamt,2025
0622,Zentrale Stelle für Informationstechnik im Sicherheitsbereich,2025
0623,Bundesamt für Sicherheit in der Informationstechnik,2025
0624,Bundeskriminalamt,2025
0625,Bundespolizei,2025
0626,Bundesamt für Verfassungsschutz,2025
0628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,2025
0629,Bundesanstalt Technisches Hilfswerk,2025
0633,Bundesamt für Migration und Flüchtlinge,2025
0634,Hochschule des Bundes für öffentliche Verwaltung,2025
0635,Bundeszentrale für politische Bildung,2025
0710,Sonstige Bewilligungen,2025
0711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
0712,Bundesministerium,2025
0713,Bundesgerichtshof,2025
0714,Der Generalbundesanwalt beim Bundesgerichtshof,2025
0715,Bundesverwaltungsgericht,2025
0716,Bundesfinanzhof,2025
0717,Bundespatentgericht,2025
0718,Bundesamt für Justiz,2025
0719,Deutsches Patent- und Markenamt,2025
0801,Wiedergutmachungen des Bundes,2025
0802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,2025
0803,Finanzierung der Nachfolgeeinrichtungen der Treuhandanstalt,2025
0810,Sonstige Bewilligungen,2025
0811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
0812,Bundesministerium,2025
0813,Zollverwaltung,2025
0815,Bundeszentralamt für Steuern,2025
0816,Informationstechnikzentrum Bund,2025
0901,"Innovation, Technologie und Neue Mobilität",2025
0902,"Mittelstand: Gründen, Wachsen, Investieren",2025
0903,Energie und Nachhaltigkeit,2025
0904,Chancen der Globalisierung,2025
0910,Sonstige Bewilligungen,2025
0911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
0912,Bundesministerium,2025
0913,Physikalisch-Technische Bundesanstalt,2025
0914,Bundesanstalt für Materialforschung und -prüfung,2025
0915,Bundesanstalt für Geowissenschaften und Rohstoffe,2025
0916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,2025
0917,Bundeskartellamt,2025
0918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",2025
1001,Landwirtschaftliche Sozialpolitik,2025
1002,Gesundheitlicher Verbraucherschutz und Ernährung,2025
1091,Anlage 2 Verwaltungshaushaltsplan des Bundesinstituts für Risikobewertung - BfR (1091),2025
1003,"Gemeinschaftsaufgabe Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK""",2025
1004,"Marktordnung, Maßnahmen der Notfallvorsorge",2025
1090,Anlage 1 Mittelzuweisungen und Marktordnungsausgaben der EU - Anlage E (1090),2025
1092,Anlage 2 Verwaltungshaushaltsplan der Bundesanstalt für Landwirtschaft und Ernährung - BLE (1092),2025
1005,"Nachhaltigkeit, Forschung und Innovation",2025
1006,Internationale Maßnahmen,2025
1010,Sonstige Bewilligungen,2025
1011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
1012,Bundesministerium,2025
1013,"Julius Kühn-Institut, Bundesforschungsinstitut für Kulturpflanzen",2025
1014,"Friedrich-Loeffler-Institut, Bundesforschungsinstitut für Tiergesundheit",2025
1015,"Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel",2025
1016,"Johann Heinrich von Thünen-Institut, Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei",2025
1017,Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL),2025
1018,Bundessortenamt,2025
1101,Leistungen nach dem Zweiten und Dritten Buch Sozialgesetzbuch und gleichartige Leistungen,2025
1102,Rentenversicherung und Grundsicherung im Alter und bei Erwerbsminderung,2025
1103,Soziale Entschädigung - Leistungen nach dem Vierzehnten Buch Sozialgesetzbuch und gleichartige Leistungen,2025
1104,Unfallversicherung Bund und Bahn / Künstlersozialkasse,2025
1105,Förderung der Inklusion von Menschen mit Behinderungen,2025
1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",2025
1107,"Arbeitswelt im Wandel, Fachkräftesicherung",2025
1110,Sonstige Bewilligungen,2025
1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
1112,Bundesministerium,2025
1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,2025
1114,Bundesarbeitsgericht,2025
1115,Bundessozialgericht,2025
1116,Bundesamt für Soziale Sicherung,2025
1117,"Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration. Die Beauftragte der Bundesregierung für Antirassismus",2025
1201,Bundesfernstraßen,2025
1202,Bundesschienenwege,2025
1203,Bundeswasserstraßen,2025
1204,Digitale Infrastruktur,2025
1205,Luft- und Raumfahrt,2025
1206,Verbesserung der Verkehrsverhältnisse der Gemeinden,2025
1210,Sonstige Bewilligungen,2025
1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
1212,Bundesministerium,2025
1213,Bundesamt für Logistik und Mobilität,2025
1214,Bundesanstalt für Straßen- und Verkehrswesen,2025
1215,Kraftfahrt-Bundesamt,2025
1216,Bundeseisenbahnvermögen,2025
1217,Eisenbahn-Bundesamt,2025
1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,2025
1219,Bundesamt für Seeschifffahrt und Hydrographie,2025
1220,Deutscher Wetterdienst,2025
1221,Luftfahrt-Bundesamt,2025
1222,Bundesaufsichtsamt für Flugsicherung,2025
1223,Bundesanstalt für Verwaltungsdienstleistungen,2025
